call_id,customer_id,date,transcript,key_quotes,competitor_mentioned,expansion_signals,churn_signals
CALL-2309,HC-1154,2025-01-26,"CALL TRANSCRIPT
Customer: Advanced Health Group (HC-1154)
Date: 2025-01-26
Duration: 48 minutes
Type: renewal
Participants: CMO (Customer), CSM Team

[00:01:30]
CMO: ""I wanted to share some good news - we're processing claims 30% faster than before. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
CMO: ""Honestly, once we got past the initial learning curve, the reporting dashboard has been a game-changer. The billing team loves the workflow.""

[00:04:30]
CMO: ""Actually, I wanted to ask about multi-location scheduling. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
CMO: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2310,HC-1155,2025-06-22,"CALL TRANSCRIPT
Customer: Regional Medical Partners (HC-1155)
Date: 2025-06-22
Duration: 31 minutes
Type: check-in
Participants: Multiple stakeholders (Customer), CSM Team

[00:02:15]
Multiple stakeholders: ""Look, I'm going to be honest with you. our claim denial rate has jumped from 10% to 25%. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Multiple stakeholders: ""It's been about 6 weeks now. And here's the thing - we're paying you $31,335 per month specifically because you promised seamless integration. That was the whole selling point.""

[00:05:20]
Multiple stakeholders: ""I had a demo from eClinicalWorks last week. The pricing was competitive and they guarantee uptime. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Tuesday?""

[00:08:30]
Multiple stakeholders: ""Wednesday works. But this is urgent. We're 31 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2311,HC-1155,2024-04-06,"CALL TRANSCRIPT
Customer: Regional Medical Partners (HC-1155)
Date: 2024-04-06
Duration: 48 minutes
Type: renewal
Participants: Practice Manager (Customer), CSM Team

[00:02:15]
Practice Manager: ""Look, I'm going to be honest with you. the scheduling conflicts are causing patient complaints. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Practice Manager: ""It's been about 2 weeks now. And here's the thing - we're paying you $31,335 per month specifically because you promised workflow efficiency. That was the whole selling point.""

[00:05:20]
Practice Manager: ""I had a demo from eClinicalWorks last week. The pricing was competitive and they guarantee uptime. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Monday?""

[00:08:30]
Practice Manager: ""Wednesday works. But this is urgent. We're 48 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2312,HC-1156,2024-10-08,"CALL TRANSCRIPT
Customer: Premier Healthcare System (HC-1156)
Date: 2024-10-08
Duration: 71 minutes
Type: expansion
Participants: Billing Manager (Customer), CSM Team

[00:01:30]
Billing Manager: ""I wanted to share some good news - we reduced our no-show rate from 18% to 8%. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Billing Manager: ""Honestly, once we got past the initial learning curve, the mobile app has been a game-changer. The billing team loves the workflow.""

[00:04:30]
Billing Manager: ""Actually, I wanted to ask about the telehealth module. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
Billing Manager: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2313,HC-1156,2024-09-16,"CALL TRANSCRIPT
Customer: Premier Healthcare System (HC-1156)
Date: 2024-09-16
Duration: 69 minutes
Type: renewal
Participants: Multiple stakeholders (Customer), CSM Team

[00:01:30]
Multiple stakeholders: ""I wanted to share some good news - our staff is saving about 10 hours per week on scheduling. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Multiple stakeholders: ""Honestly, once we got past the initial learning curve, the integration with Epic has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
Multiple stakeholders: ""Actually, I wanted to ask about the referral management feature. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional $50K+ in recovered revenue.""

[00:07:00]
Multiple stakeholders: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2314,HC-1157,2025-09-14,"CALL TRANSCRIPT
Customer: Regional Care System (HC-1157)
Date: 2025-09-14
Duration: 80 minutes
Type: expansion
Participants: Billing Manager (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
Billing Manager: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 9 of our 15 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
Billing Manager: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
CALL-2315,HC-1157,2025-04-29,"CALL TRANSCRIPT
Customer: Regional Care System (HC-1157)
Date: 2025-04-29
Duration: 51 minutes
Type: support_escalation
Participants: Practice Manager (Customer), CSM Team

[00:02:15]
Practice Manager: ""Look, I'm going to be honest with you. the Epic integration keeps breaking after their updates. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Practice Manager: ""It's been about 5 weeks now. And here's the thing - we're paying you $1,484 per month specifically because you promised workflow efficiency. That was the whole selling point.""

[00:05:20]
Practice Manager: ""I had a demo from Athenahealth last week. They showed me their Epic connector and it looked more stable. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Thursday?""

[00:08:30]
Practice Manager: ""That works. But this is urgent. We're 56 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2316,HC-1158,2024-01-30,"CALL TRANSCRIPT
Customer: Integrated Medical System (HC-1158)
Date: 2024-01-30
Duration: 82 minutes
Type: support_escalation
Participants: CMO (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
CMO: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 10 of our 13 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
CMO: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
CALL-2317,HC-1158,2024-03-25,"CALL TRANSCRIPT
Customer: Integrated Medical System (HC-1158)
Date: 2024-03-25
Duration: 75 minutes
Type: expansion
Participants: Practice Manager (Customer), CSM Team

[00:01:30]
Practice Manager: ""I wanted to share some good news - patient satisfaction scores have improved by 15 points. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Practice Manager: ""Honestly, once we got past the initial learning curve, the mobile app has been a game-changer. The billing team loves the workflow.""

[00:04:30]
Practice Manager: ""Actually, I wanted to ask about the referral management feature. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
Practice Manager: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2318,HC-1159,2025-03-30,"CALL TRANSCRIPT
Customer: Integrated Healthcare Associates (HC-1159)
Date: 2025-03-30
Duration: 88 minutes
Type: onboarding
Participants: Practice Manager (Customer), CSM Team

[00:02:15]
Practice Manager: ""Look, I'm going to be honest with you. we're spending 2+ extra hours per day on manual data entry. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Practice Manager: ""It's been about 2 weeks now. And here's the thing - we're paying you $49,531 per month specifically because you promised reduced admin burden. That was the whole selling point.""

[00:05:20]
Practice Manager: ""I had a demo from eClinicalWorks last week. They showed me their Epic connector and it looked more stable. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Tuesday?""

[00:08:30]
Practice Manager: ""I can do Thursday. But this is urgent. We're 67 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2319,HC-1159,2024-07-17,"CALL TRANSCRIPT
Customer: Integrated Healthcare Associates (HC-1159)
Date: 2024-07-17
Duration: 66 minutes
Type: support_escalation
Participants: Operations Director (Customer), CSM Team

[00:02:15]
Operations Director: ""Look, I'm going to be honest with you. our claim denial rate has jumped from 10% to 25%. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Operations Director: ""It's been about 2 weeks now. And here's the thing - we're paying you $49,531 per month specifically because you promised workflow efficiency. That was the whole selling point.""

[00:05:20]
Operations Director: ""I had a demo from eClinicalWorks last week. The pricing was competitive and they guarantee uptime. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Friday?""

[00:08:30]
Operations Director: ""Wednesday works. But this is urgent. We're 88 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2320,HC-1160,2024-06-22,"CALL TRANSCRIPT
Customer: Community Medical System (HC-1160)
Date: 2024-06-22
Duration: 32 minutes
Type: support_escalation
Participants: Multiple stakeholders (Customer), CSM Team

[00:01:30]
Multiple stakeholders: ""I wanted to share some good news - we reduced our no-show rate from 18% to 8%. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Multiple stakeholders: ""Honestly, once we got past the initial learning curve, the integration with Epic has been a game-changer. The billing team loves the workflow.""

[00:04:30]
Multiple stakeholders: ""Actually, I wanted to ask about the telehealth module. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
Multiple stakeholders: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2321,HC-1160,2025-02-16,"CALL TRANSCRIPT
Customer: Community Medical System (HC-1160)
Date: 2025-02-16
Duration: 67 minutes
Type: expansion
Participants: Practice Manager (Customer), CSM Team

[00:01:30]
Practice Manager: ""I wanted to share some good news - we're processing claims 30% faster than before. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Practice Manager: ""Honestly, once we got past the initial learning curve, the mobile app has been a game-changer. Our providers are actually using it daily.""

[00:04:30]
Practice Manager: ""Actually, I wanted to ask about multi-location scheduling. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
Practice Manager: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2322,HC-1161,2024-07-16,"CALL TRANSCRIPT
Customer: Advanced Care Group (HC-1161)
Date: 2024-07-16
Duration: 77 minutes
Type: support_escalation
Participants: Operations Director (Customer), CSM Team

[00:01:30]
Operations Director: ""I wanted to share some good news - we reduced our no-show rate from 18% to 8%. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Operations Director: ""Honestly, once we got past the initial learning curve, the reporting dashboard has been a game-changer. Our providers are actually using it daily.""

[00:04:30]
Operations Director: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
Operations Director: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2323,HC-1161,2024-06-25,"CALL TRANSCRIPT
Customer: Advanced Care Group (HC-1161)
Date: 2024-06-25
Duration: 67 minutes
Type: expansion
Participants: Practice Manager (Customer), CSM Team

[00:02:15]
Practice Manager: ""Look, I'm going to be honest with you. the Epic integration keeps breaking after their updates. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Practice Manager: ""It's been about 3 weeks now. And here's the thing - we're paying you $3,996 per month specifically because you promised workflow efficiency. That was the whole selling point.""

[00:05:20]
Practice Manager: ""I had a demo from Athenahealth last week. The pricing was competitive and they guarantee uptime. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Thursday?""

[00:08:30]
Practice Manager: ""Wednesday works. But this is urgent. We're 86 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2324,HC-1162,2025-09-15,"CALL TRANSCRIPT
Customer: Integrated Healthcare System (HC-1162)
Date: 2025-09-15
Duration: 41 minutes
Type: check-in
Participants: CMO (Customer), CSM Team

[00:01:30]
CMO: ""I wanted to share some good news - our staff is saving about 10 hours per week on scheduling. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
CMO: ""Honestly, once we got past the initial learning curve, the mobile app has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
CMO: ""Actually, I wanted to ask about the telehealth module. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
CMO: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2325,HC-1162,2024-10-07,"CALL TRANSCRIPT
Customer: Integrated Healthcare System (HC-1162)
Date: 2024-10-07
Duration: 15 minutes
Type: support_escalation
Participants: Practice Manager (Customer), CSM Team

[00:02:15]
Practice Manager: ""Look, I'm going to be honest with you. the scheduling conflicts are causing patient complaints. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
Practice Manager: ""It's been about 4 weeks now. And here's the thing - we're paying you $5,929 per month specifically because you promised seamless integration. That was the whole selling point.""

[00:05:20]
Practice Manager: ""I had a demo from eClinicalWorks last week. Their workflow actually matches how specialists work. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Wednesday?""

[00:08:30]
Practice Manager: ""I can do Thursday. But this is urgent. We're 51 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2326,HC-1163,2025-04-22,"CALL TRANSCRIPT
Customer: Regional Healthcare Associates (HC-1163)
Date: 2025-04-22
Duration: 48 minutes
Type: support_escalation
Participants: Multiple stakeholders (Customer), CSM Team

[00:01:30]
Multiple stakeholders: ""I wanted to share some good news - we reduced our no-show rate from 18% to 8%. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Multiple stakeholders: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. The billing team loves the workflow.""

[00:04:30]
Multiple stakeholders: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional $50K+ in recovered revenue.""

[00:07:00]
Multiple stakeholders: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2327,HC-1163,2024-03-31,"CALL TRANSCRIPT
Customer: Regional Healthcare Associates (HC-1163)
Date: 2024-03-31
Duration: 77 minutes
Type: onboarding
Participants: CMO (Customer), CSM Team

[00:01:30]
CMO: ""I wanted to share some good news - we're processing claims 30% faster than before. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
CMO: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. Patients are commenting on how easy it is.""

[00:04:30]
CMO: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 15-20% efficiency gains.""

[00:07:00]
CMO: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2328,HC-1164,2024-07-09,"CALL TRANSCRIPT
Customer: Premier Medical Group (HC-1164)
Date: 2024-07-09
Duration: 32 minutes
Type: renewal
Participants: CMO (Customer), CSM Team

[00:01:30]
CMO: ""I wanted to share some good news - patient satisfaction scores have improved by 15 points. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
CMO: ""Honestly, once we got past the initial learning curve, the integration with Epic has been a game-changer. Our providers are actually using it daily.""

[00:04:30]
CMO: ""Actually, I wanted to ask about advanced analytics. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
CMO: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2329,HC-1164,2025-01-18,"CALL TRANSCRIPT
Customer: Premier Medical Group (HC-1164)
Date: 2025-01-18
Duration: 35 minutes
Type: expansion
Participants: Practice Manager (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
Practice Manager: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 114 of our 171 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
Practice Manager: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
CALL-2330,HC-1165,2024-11-11,"CALL TRANSCRIPT
Customer: Community Health System (HC-1165)
Date: 2024-11-11
Duration: 33 minutes
Type: check-in
Participants: Operations Director (Customer), CSM Team

[00:01:30]
Operations Director: ""I wanted to share some good news - we're processing claims 30% faster than before. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Operations Director: ""Honestly, once we got past the initial learning curve, the integration with Epic has been a game-changer. The billing team loves the workflow.""

[00:04:30]
Operations Director: ""Actually, I wanted to ask about the telehealth module. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional $50K+ in recovered revenue.""

[00:07:00]
Operations Director: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2331,HC-1165,2024-10-20,"CALL TRANSCRIPT
Customer: Community Health System (HC-1165)
Date: 2024-10-20
Duration: 18 minutes
Type: check-in
Participants: CMO (Customer), CSM Team

[00:02:15]
CMO: ""Look, I'm going to be honest with you. we're spending 2+ extra hours per day on manual data entry. This is really impacting our operations and my team's morale.""

[00:03:30]
CSM: ""I completely understand your frustration. This is not the experience we want you to have. Can you tell me more about when this started?""

[00:04:05]
CMO: ""It's been about 2 weeks now. And here's the thing - we're paying you $67,296 per month specifically because you promised reduced admin burden. That was the whole selling point.""

[00:05:20]
CMO: ""I had a demo from eClinicalWorks last week. Their workflow actually matches how specialists work. I don't want to switch - we've invested a lot in your platform - but I need to show leadership we have options if this doesn't get fixed soon.""

[00:07:45]
CSM: ""I hear you. Give me 48 hours. I'm going to escalate this to our VP of Engineering personally. Can we schedule a technical deep-dive on Tuesday?""

[00:08:30]
CMO: ""Wednesday works. But this is urgent. We're 62 days from renewal and I can't recommend renewing if we're still having these issues.""

[00:09:15]
CSM: ""Understood. I'm going to personally own this until it's resolved. You'll have an update from me by end of day tomorrow with a clear action plan.""

Call Sentiment: Frustrated but willing to work with us
",,True,False,False
CALL-2332,HC-1166,2024-08-19,"CALL TRANSCRIPT
Customer: Regional Health System (HC-1166)
Date: 2024-08-19
Duration: 43 minutes
Type: check-in
Participants: CMO (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
CMO: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 9 of our 16 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
CMO: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
CALL-2333,HC-1166,2024-09-22,"CALL TRANSCRIPT
Customer: Regional Health System (HC-1166)
Date: 2024-09-22
Duration: 77 minutes
Type: expansion
Participants: Operations Director (Customer), CSM Team

[00:01:30]
Operations Director: ""I wanted to share some good news - we're processing claims 30% faster than before. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Operations Director: ""Honestly, once we got past the initial learning curve, the reporting dashboard has been a game-changer. Our providers are actually using it daily.""

[00:04:30]
Operations Director: ""Actually, I wanted to ask about the telehealth module. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
Operations Director: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2334,HC-1167,2025-05-16,"CALL TRANSCRIPT
Customer: Community Healthcare Center (HC-1167)
Date: 2025-05-16
Duration: 63 minutes
Type: renewal
Participants: Multiple stakeholders (Customer), CSM Team

[00:01:30]
Multiple stakeholders: ""I wanted to share some good news - patient satisfaction scores have improved by 15 points. The team is really happy with the results.""

[00:02:15]
CSM: ""That's fantastic to hear! What do you think made the biggest difference?""

[00:03:00]
Multiple stakeholders: ""Honestly, once we got past the initial learning curve, the automated reminders has been a game-changer. The billing team loves the workflow.""

[00:04:30]
Multiple stakeholders: ""Actually, I wanted to ask about the referral management feature. We're looking to expand and I've heard good things from other practices about that capability.""

[00:05:45]
CSM: ""Absolutely! Let me set up a demo for you next week. Given your success with the current setup, I think you'll find a lot of value in those features. Many practices your size see additional 25% improvement in coordination.""

[00:07:00]
Multiple stakeholders: ""Perfect. Also, our CFO asked me to be a reference for you if you need one. We're really happy with the ROI we're seeing.""

Call Sentiment: Very positive - expansion opportunity + reference potential
",,False,True,False
CALL-2335,HC-1167,2024-02-07,"CALL TRANSCRIPT
Customer: Community Healthcare Center (HC-1167)
Date: 2024-02-07
Duration: 66 minutes
Type: support_escalation
Participants: CMO (Customer), CSM Team

[00:01:00]
CSM: ""Thanks for making time today. How are things going with the platform?""

[00:01:30]
CMO: ""Overall it's going well. The team is getting more comfortable with it. We're up to about 42 of our 50 providers using it daily.""

[00:02:45]
CSM: ""That's great adoption. Any areas where the team is struggling or needs additional training?""

[00:04:30]
CSM: ""I can arrange that.""

[00:05:00]
CMO: ""Sounds good. Otherwise no major issues. Talk to you next quarter.""

Call Sentiment: Neutral - stable but no strong enthusiasm
",,False,False,False
