insight_id,customer_id,generated_date,insight_type,risk_score,primary_issue,recommended_actions,actions_taken,outcome_status,health_score_before,health_score_after,health_score_change,churn_prevented,expansion_occurred,expansion_arr,mrr_retained,customer_feedback,learnings
INS-5092,HC-1230,2025-07-10,churn_risk,44,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-20""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-21""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-26""}]",resolved,56,99,43,True,False,0.0,5587,"Too little, too late. Already committed to alternative.","[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5093,HC-1231,2025-07-15,churn_risk,67,clinical_documentation,"[""Executive escalation call"", ""Resolve clinical documentation issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-20""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-19""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-18""}]",resolved,33,58,25,True,False,0.0,4132,Appreciate the attention. Staying with platform.,"[""Fast response critical for clinical documentation issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5094,HC-1233,2025-07-09,churn_risk,44,clinical_documentation,"[""Executive escalation call"", ""Resolve clinical documentation issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-20""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-09-15""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-25""}]",resolved,56,85,29,True,False,0.0,1022,Good progress but still monitoring closely.,"[""Fast response critical for clinical documentation issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5095,HC-1236,2025-07-29,churn_risk,54,prescription_workflow,"[""Executive escalation call"", ""Resolve prescription workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-24""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-19""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-29""}]",resolved,46,95,49,True,True,5756.37312016445,801,Good progress but still monitoring closely.,"[""Fast response critical for prescription workflow issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5096,HC-1243,2025-08-05,churn_risk,51,reporting_analytics,"[""Executive escalation call"", ""Resolve reporting analytics issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-28""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-24""}]",unresolved,49,41,-8,False,False,0.0,1904,Unfortunately decided to move to competitor,"[""Fast response critical for reporting analytics issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5097,HC-1244,2025-08-30,churn_risk,57,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-15""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-08""}]",unresolved,43,47,4,False,False,0.0,2952,Unfortunately decided to move to competitor,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5098,HC-1247,2025-08-15,churn_risk,43,prescription_workflow,"[""Executive escalation call"", ""Resolve prescription workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-09""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-23""}]",unresolved,57,63,6,False,False,0.0,31044,Unfortunately decided to move to competitor,"[""Fast response critical for prescription workflow issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5099,HC-1248,2025-07-27,churn_risk,57,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-15""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-22""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-19""}]",resolved,43,85,42,True,False,0.0,4756,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5100,HC-1249,2025-08-30,churn_risk,56,billing_workflow,"[""Executive escalation call"", ""Resolve billing workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-24""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-23""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-30""}]",resolved,44,80,36,True,False,0.0,6780,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for billing workflow issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5101,HC-1251,2025-09-05,churn_risk,45,insurance_verification,"[""Executive escalation call"", ""Resolve insurance verification issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-06""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-06""}]",unresolved,55,50,-5,False,False,0.0,7560,Unfortunately decided to move to competitor,"[""Fast response critical for insurance verification issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5102,HC-1254,2025-08-25,churn_risk,48,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-19""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-13""}]",unresolved,52,49,-3,False,False,0.0,7014,Unfortunately decided to move to competitor,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5103,HC-1260,2025-08-21,churn_risk,70,patient_scheduling,"[""Executive escalation call"", ""Resolve patient scheduling issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-27""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-26""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-09""}]",resolved,30,75,45,True,False,0.0,22921,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for patient scheduling issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5104,HC-1262,2025-08-23,churn_risk,46,clinical_documentation,"[""Executive escalation call"", ""Resolve clinical documentation issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-24""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-07-20""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-29""}]",resolved,54,86,32,True,True,44263.75593191688,6497,"Too little, too late. Already committed to alternative.","[""Fast response critical for clinical documentation issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5105,HC-1269,2025-08-09,churn_risk,48,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-30""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-31""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-30""}]",resolved,52,94,42,True,False,0.0,15102,"Too little, too late. Already committed to alternative.","[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5106,HC-1270,2025-08-07,churn_risk,48,claims_management,"[""Executive escalation call"", ""Resolve claims management issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-09-06""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-09-13""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-24""}]",resolved,52,95,43,True,False,0.0,13004,Good progress but still monitoring closely.,"[""Fast response critical for claims management issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5107,HC-1271,2025-08-18,churn_risk,42,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-26""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-07""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-11""}]",resolved,58,79,21,True,False,0.0,1895,Appreciate the attention. Staying with platform.,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5108,HC-1277,2025-07-27,churn_risk,52,prescription_workflow,"[""Executive escalation call"", ""Resolve prescription workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-24""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-30""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-08""}]",resolved,48,76,28,True,False,0.0,6615,Good progress but still monitoring closely.,"[""Fast response critical for prescription workflow issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5109,HC-1280,2025-08-11,churn_risk,42,prescription_workflow,"[""Executive escalation call"", ""Resolve prescription workflow issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-09-10""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-23""}]",unresolved,58,58,0,False,False,0.0,7590,Unfortunately decided to move to competitor,"[""Fast response critical for prescription workflow issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5110,HC-1284,2025-07-17,churn_risk,50,insurance_verification,"[""Executive escalation call"", ""Resolve insurance verification issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-15""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-04""}]",unresolved,50,60,10,False,False,0.0,2193,Unfortunately decided to move to competitor,"[""Fast response critical for insurance verification issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5111,HC-1285,2025-07-26,churn_risk,52,reporting_analytics,"[""Executive escalation call"", ""Resolve reporting analytics issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-15""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-18""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-02""}]",resolved,48,95,47,True,False,0.0,12851,"Too little, too late. Already committed to alternative.","[""Fast response critical for reporting analytics issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5112,HC-1289,2025-09-06,churn_risk,55,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-20""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-11""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-07-24""}]",resolved,45,68,23,True,False,0.0,2436,Good progress but still monitoring closely.,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5113,HC-1290,2025-07-12,churn_risk,47,patient_scheduling,"[""Executive escalation call"", ""Resolve patient scheduling issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-11""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-19""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-06""}]",resolved,53,82,29,True,True,11984.819243792897,3300,"Too little, too late. Already committed to alternative.","[""Fast response critical for patient scheduling issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5114,HC-1294,2025-08-17,churn_risk,49,clinical_documentation,"[""Executive escalation call"", ""Resolve clinical documentation issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-12""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-01""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-09-14""}]",resolved,51,92,41,True,False,0.0,5179,Appreciate the attention. Staying with platform.,"[""Fast response critical for clinical documentation issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5115,HC-1296,2025-07-22,churn_risk,43,clinical_documentation,"[""Executive escalation call"", ""Resolve clinical documentation issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-09-07""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-02""}]",unresolved,57,66,9,False,False,0.0,10443,Unfortunately decided to move to competitor,"[""Fast response critical for clinical documentation issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
INS-5116,HC-1297,2025-07-25,churn_risk,52,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-07-15""}, {""action"": ""Technical fix deployed"", ""completed"": true, ""date"": ""2025-08-07""}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-20""}]",resolved,48,76,28,True,False,0.0,6684,Very satisfied with response. Issues resolved quickly.,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Service credits effective goodwill gesture""]"
INS-5117,HC-1298,2025-07-29,churn_risk,55,appointment_reminders,"[""Executive escalation call"", ""Resolve appointment reminders issues"", ""Offer service credit"", ""Weekly check-ins until stable""]","[{""action"": ""Executive escalation"", ""completed"": true, ""date"": ""2025-08-11""}, {""action"": ""Technical fix deployed"", ""completed"": false, ""date"": null}, {""action"": ""Service credit applied"", ""completed"": true, ""date"": ""2025-08-12""}]",unresolved,45,42,-3,False,False,0.0,6159,Unfortunately decided to move to competitor,"[""Fast response critical for appointment reminders issues"", ""Executive engagement makes difference"", ""Need faster technical resolution""]"
