customer_id,organization_name,org_type,specialty,segment,num_providers,num_locations,patients_per_month,mrr,tenure_months,health_score,signup_date,contract_type,ehr_system,ehr_integrated,compliance_certifications,payment_status,champion_title,champion_exists,implementation_status,competing_systems
HC-1258,Regional Healthcare Center,Telehealth Provider,Primary Care,SMB,10,1,2770,6804,4,61,2024-03-07,3-year,Cerner,True,"['Meaningful Use', 'HIPAA', 'State Privacy Laws']",current,Director of Operations,True,live,None
HC-1259,Regional Medical System,Specialty Center,Emergency Medicine,Mid-Market,37,1,9916,23474,39,61,2025-02-08,annual,eClinicalWorks,True,['Meaningful Use'],current,IT Director,True,training,Using legacy system alongside
HC-1260,Community Healthcare Partners,Clinic Network,Multi-specialty,Mid-Market,94,2,11374,22921,2,30,2024-06-01,3-year,Epic,True,"['HITECH', 'State Privacy Laws', 'Meaningful Use']",current,IT Director,True,full_adoption,Considering switch
HC-1261,Regional Healthcare Associates,Hospital System,Orthopedics,Enterprise,473,19,135751,69565,10,74,2025-03-05,annual,Cerner,True,"['HITECH', 'State Privacy Laws', 'HIPAA']",current,IT Director,True,configuration,Considering switch
HC-1262,Integrated Healthcare System,Urgent Care,Oncology,SMB,5,4,1075,6497,22,54,2025-02-01,monthly,Allscripts,True,['HIPAA'],current,Director of Operations,True,training,None
HC-1263,Regional Care System,Private Practice,Oncology,SMB,10,1,1570,7323,28,65,2025-08-21,monthly,Cerner,True,['HIPAA'],current,Chief Medical Officer,False,training,Using legacy system alongside
HC-1264,Regional Medical System,Urgent Care,Emergency Medicine,SMB,2,3,210,2077,39,91,2024-12-29,3-year,Cerner,True,['HITECH'],past_due,COO,False,configuration,Using legacy system alongside
HC-1265,Regional Healthcare System,Urgent Care,Orthopedics,SMB,13,4,1391,4157,24,99,2025-07-30,annual,Cerner,True,"['State Privacy Laws', 'HIPAA']",current,IT Director,True,live,None
HC-1266,Community Medical Center,Hospital System,Multi-specialty,Enterprise,448,6,90944,37447,18,81,2024-01-01,annual,Allscripts,True,"['HITECH', 'HIPAA', 'Meaningful Use']",excellent,Chief Medical Officer,False,configuration,None
HC-1267,Community Medical Center,Hospital System,Oncology,Enterprise,163,1,22657,16898,38,72,2024-03-15,monthly,Allscripts,True,"['Meaningful Use', 'State Privacy Laws', 'HIPAA']",current,Director of Operations,False,configuration,Using legacy system alongside
HC-1268,Community Care Associates,Clinic Network,Oncology,Mid-Market,13,19,3861,12133,46,93,2024-06-27,3-year,NextGen,False,"['State Privacy Laws', 'HIPAA', 'Meaningful Use']",current,IT Director,False,configuration,Using legacy system alongside
HC-1269,Community Health System,Clinic Network,Emergency Medicine,Mid-Market,72,2,8640,15102,30,52,2025-08-04,monthly,Epic,False,['State Privacy Laws'],current,COO,True,training,None
HC-1270,Community Healthcare Center,Specialty Center,Pediatrics,Mid-Market,36,4,4464,13004,3,52,2024-12-21,annual,Allscripts,False,['HIPAA'],current,Director of Operations,False,full_adoption,None
HC-1271,Community Medical Center,Private Practice,Oncology,SMB,10,4,2770,1895,6,58,2024-09-19,annual,Epic,True,"['HIPAA', 'Meaningful Use', 'HITECH']",past_due,IT Director,True,full_adoption,Evaluating alternatives
HC-1272,Integrated Care Partners,Specialty Center,Emergency Medicine,Mid-Market,94,2,21620,21087,12,67,2024-04-13,monthly,eClinicalWorks,False,"['HITECH', 'HIPAA', 'Meaningful Use']",past_due,Practice Manager,True,live,Using legacy system alongside
HC-1273,Advanced Healthcare Center,Hospital System,Cardiology,Enterprise,212,15,28196,33099,41,90,2024-12-16,monthly,Cerner,True,"['HITECH', 'State Privacy Laws']",current,Practice Manager,True,live,Using legacy system alongside
HC-1274,Premier Care Center,Urgent Care,Emergency Medicine,SMB,18,3,3726,7480,11,69,2024-06-17,annual,Athenahealth,True,"['HITECH', 'HIPAA']",current,Practice Manager,True,configuration,Evaluating alternatives
HC-1275,Integrated Healthcare Partners,Clinic Network,Mental Health,Mid-Market,49,6,12495,15487,47,78,2024-08-31,3-year,Epic,True,['Meaningful Use'],past_due,COO,True,full_adoption,Evaluating alternatives
HC-1276,Advanced Health Associates,Hospital System,Cardiology,Enterprise,240,6,24720,24794,25,86,2024-10-28,annual,NextGen,True,"['Meaningful Use', 'HIPAA', 'State Privacy Laws']",past_due,Practice Manager,True,training,Evaluating alternatives
HC-1277,Advanced Health Associates,Telehealth Provider,Cardiology,SMB,15,3,3660,6615,39,48,2024-11-11,monthly,eClinicalWorks,False,"['Meaningful Use', 'State Privacy Laws']",current,Director of Operations,False,live,Considering switch
HC-1278,Advanced Care Partners,Clinic Network,Orthopedics,Mid-Market,32,14,7008,22761,46,77,2025-04-01,3-year,Epic,True,"['Meaningful Use', 'HITECH']",current,Director of Operations,False,training,Using legacy system alongside
HC-1279,Regional Medical Center,Urgent Care,Cardiology,SMB,15,4,2745,6126,25,79,2024-12-18,monthly,Athenahealth,False,"['HITECH', 'State Privacy Laws']",current,Practice Manager,False,full_adoption,Considering switch
HC-1280,Integrated Medical Associates,Urgent Care,Mental Health,SMB,15,1,3450,7590,42,58,2024-03-21,3-year,eClinicalWorks,False,"['HIPAA', 'State Privacy Laws', 'Meaningful Use']",current,Practice Manager,True,full_adoption,Evaluating alternatives
HC-1281,Community Medical Group,Clinic Network,Primary Care,Mid-Market,28,4,6748,24374,38,92,2025-03-09,monthly,Epic,True,"['Meaningful Use', 'HIPAA', 'State Privacy Laws']",current,COO,True,configuration,Using legacy system alongside
HC-1282,Regional Health Associates,Telehealth Provider,Emergency Medicine,SMB,15,3,2280,5822,35,80,2025-07-19,annual,Allscripts,True,"['Meaningful Use', 'HIPAA']",current,COO,False,full_adoption,None
HC-1283,Community Medical System,Specialty Center,Cardiology,Mid-Market,11,1,2464,21232,46,61,2024-04-18,3-year,Athenahealth,True,['State Privacy Laws'],current,COO,False,configuration,Considering switch
HC-1284,Integrated Care System,Private Practice,Multi-specialty,SMB,17,4,1887,2193,35,50,2024-02-08,annual,Cerner,True,"['Meaningful Use', 'HIPAA']",current,COO,True,full_adoption,None
HC-1285,Advanced Medical Center,Specialty Center,Multi-specialty,Mid-Market,76,4,19760,12851,9,48,2024-10-02,3-year,Allscripts,True,['State Privacy Laws'],excellent,Director of Operations,True,configuration,Using legacy system alongside
HC-1286,Regional Medical Group,Specialty Center,Mental Health,Mid-Market,96,3,16800,6447,12,85,2025-03-29,monthly,Allscripts,True,"['Meaningful Use', 'State Privacy Laws']",current,Practice Manager,True,training,Considering switch
HC-1287,Integrated Care System,Clinic Network,Oncology,Mid-Market,30,4,3570,14765,29,90,2024-02-27,annual,Athenahealth,True,['HIPAA'],current,Director of Operations,False,full_adoption,Evaluating alternatives
HC-1288,Premier Health Group,Urgent Care,Pediatrics,SMB,4,3,1172,3401,24,73,2024-07-24,annual,Epic,True,['HIPAA'],current,IT Director,True,live,Using legacy system alongside
HC-1289,Community Healthcare Partners,Telehealth Provider,Multi-specialty,SMB,19,2,3040,2436,12,45,2025-06-01,3-year,eClinicalWorks,True,"['HIPAA', 'State Privacy Laws', 'Meaningful Use']",current,Chief Medical Officer,True,configuration,Considering switch
HC-1290,Integrated Medical Associates,Urgent Care,Oncology,SMB,14,3,2772,3300,40,53,2024-12-18,annual,Cerner,True,"['HIPAA', 'HITECH']",current,Practice Manager,True,full_adoption,None
HC-1291,Premier Medical Group,Clinic Network,Pediatrics,Mid-Market,58,1,12296,22709,8,82,2024-07-30,annual,Allscripts,False,"['Meaningful Use', 'State Privacy Laws', 'HIPAA']",current,Practice Manager,True,full_adoption,Evaluating alternatives
HC-1292,Community Health Group,Telehealth Provider,Mental Health,SMB,12,1,1296,2929,24,76,2024-11-08,annual,NextGen,True,"['State Privacy Laws', 'HITECH', 'Meaningful Use']",current,Director of Operations,True,full_adoption,Using legacy system alongside
HC-1293,Integrated Healthcare System,Clinic Network,Emergency Medicine,Mid-Market,50,19,14550,9492,11,85,2025-08-21,annual,Epic,False,['State Privacy Laws'],current,COO,True,configuration,Using legacy system alongside
HC-1294,Regional Care Center,Telehealth Provider,Oncology,SMB,13,1,3887,5179,45,51,2024-10-10,annual,NextGen,False,"['State Privacy Laws', 'HITECH']",excellent,Director of Operations,False,training,Evaluating alternatives
HC-1295,Community Health System,Urgent Care,Emergency Medicine,SMB,9,2,1710,7820,46,62,2024-11-23,annual,NextGen,True,['HIPAA'],current,IT Director,False,configuration,Using legacy system alongside
HC-1296,Integrated Care Center,Specialty Center,Pediatrics,Mid-Market,75,1,19500,10443,36,57,2024-12-17,monthly,NextGen,True,"['HITECH', 'State Privacy Laws', 'Meaningful Use']",past_due,Director of Operations,True,configuration,Evaluating alternatives
HC-1297,Premier Medical Partners,Telehealth Provider,Cardiology,SMB,16,1,4256,6684,2,48,2025-04-27,annual,Cerner,False,"['State Privacy Laws', 'Meaningful Use', 'HIPAA']",current,Director of Operations,True,live,Evaluating alternatives
HC-1298,Community Healthcare Associates,Private Practice,Oncology,SMB,10,3,1020,6159,20,45,2025-01-15,annual,Allscripts,True,"['State Privacy Laws', 'HITECH', 'HIPAA']",past_due,IT Director,False,live,None
HC-1299,Community Health Associates,Specialty Center,Mental Health,Mid-Market,11,3,2948,18392,12,74,2025-02-27,annual,Epic,True,['HITECH'],current,Chief Medical Officer,True,configuration,Considering switch
