interaction_id,customer_id,date,channel,topic,priority,sentiment,resolution_time_hours,resolved,escalated,csat_score,description,staff_role,affected_users,patient_impact
TICKET-5587,HC-1148,2024-11-06,email,prescription_workflow,medium,neutral,84,True,False,5.0,Issue with prescription workflow,Medical Assistant,1,
TICKET-5588,HC-1149,2025-02-02,chat,patient_portal,medium,concerned,61,True,False,1.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Front Desk,8,High
TICKET-5589,HC-1149,2025-07-06,ticket,claims_management,low,neutral,19,False,False,2.0,Issue with claims management,Medical Assistant,1,Low
TICKET-5590,HC-1150,2025-02-04,ticket,clinical_documentation,high,frustrated,58,True,True,1.0,Issue with clinical documentation This is causing significant disruption to patient care. IT Director escalating.,Front Desk,4,None
TICKET-5591,HC-1150,2024-12-27,email,clinical_documentation,high,frustrated,35,False,False,,Issue with clinical documentation This is causing significant disruption to patient care. IT Director escalating.,Provider,1,
TICKET-5592,HC-1150,2025-01-10,phone,telehealth_setup,medium,negative,38,True,False,1.0,Issue with telehealth setup Staff productivity severely impacted. Need resolution ASAP.,IT Admin,5,
TICKET-5593,HC-1150,2024-04-09,chat,insurance_verification,medium,negative,80,True,False,4.0,Issue with insurance verification Staff productivity severely impacted. Need resolution ASAP.,Front Desk,5,
TICKET-5594,HC-1150,2024-09-07,phone,billing_workflow,high,urgent,87,True,False,2.0,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact. This is causing significant disruption to patient care. IT Director escalating.,Provider,5,
TICKET-5595,HC-1151,2024-03-08,chat,clinical_documentation,low,neutral,62,True,False,,Issue with clinical documentation,Practice Manager,7,None
TICKET-5596,HC-1151,2024-02-08,phone,patient_portal,high,frustrated,34,True,False,4.0,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. COO escalating.,Provider,1,None
TICKET-5597,HC-1151,2025-03-07,email,clinical_documentation,low,neutral,24,True,False,3.0,Issue with clinical documentation,Provider,1,
TICKET-5598,HC-1152,2024-11-20,chat,insurance_verification,high,frustrated,65,True,False,,Issue with insurance verification This is causing significant disruption to patient care. IT Director escalating.,Practice Manager,8,None
TICKET-5599,HC-1152,2024-04-12,email,prescription_workflow,medium,negative,71,True,False,,Issue with prescription workflow Staff productivity severely impacted. Need resolution ASAP.,Provider,1,Medium
TICKET-5600,HC-1153,2024-12-13,phone,patient_scheduling,high,urgent,10,True,False,,Need to block off provider time for hospital rounds but system won't allow multi-location blocking. This is causing significant disruption to patient care. Practice Manager escalating.,Front Desk,2,
TICKET-5601,HC-1153,2024-03-18,ticket,reporting_analytics,high,urgent,71,True,True,,Issue with reporting analytics This is causing significant disruption to patient care. Practice Manager escalating.,Practice Manager,2,
TICKET-5602,HC-1153,2025-08-10,phone,insurance_verification,high,frustrated,73,False,True,5.0,Issue with insurance verification This is causing significant disruption to patient care. Practice Manager escalating.,Practice Manager,2,High
TICKET-5603,HC-1154,2025-08-15,email,hipaa_compliance,high,negative,21,False,False,,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions. Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,2,Low
TICKET-5604,HC-1154,2025-06-27,ticket,patient_portal,high,frustrated,32,True,False,,Portal messaging feature timing out for 549 patient messages. Staff having to call patients back. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Practice Manager,1,Low
TICKET-5605,HC-1154,2024-11-05,email,reporting_analytics,high,frustrated,18,True,False,5.0,Issue with reporting analytics This is causing significant disruption to patient care. Chief Medical Officer escalating.,Provider,1,
TICKET-5606,HC-1155,2025-02-28,phone,insurance_verification,high,frustrated,90,True,False,4.0,Issue with insurance verification This is causing significant disruption to patient care. Director of Operations escalating.,Front Desk,3,None
TICKET-5607,HC-1155,2025-07-14,phone,patient_scheduling,high,frustrated,55,True,False,2.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues. This is causing significant disruption to patient care. Director of Operations escalating.,Provider,6,High
TICKET-5608,HC-1155,2025-08-13,phone,patient_portal,medium,negative,38,True,False,1.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'. Staff productivity severely impacted. Need resolution ASAP.,IT Admin,7,High
TICKET-5609,HC-1155,2024-10-01,ticket,appointment_reminders,medium,negative,76,False,False,4.0,Issue with appointment reminders Staff productivity severely impacted. Need resolution ASAP.,IT Admin,1,High
TICKET-5610,HC-1155,2025-06-18,phone,billing_workflow,medium,negative,42,False,False,2.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable. Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,4,
TICKET-5611,HC-1155,2024-11-03,chat,insurance_verification,high,frustrated,55,True,True,,Issue with insurance verification This is causing significant disruption to patient care. Director of Operations escalating.,Practice Manager,2,Low
TICKET-5612,HC-1155,2025-02-26,phone,clinical_documentation,medium,negative,73,True,False,3.0,Issue with clinical documentation Staff productivity severely impacted. Need resolution ASAP.,Billing Specialist,3,High
TICKET-5613,HC-1156,2024-08-29,chat,insurance_verification,medium,satisfied,22,True,False,,Issue with insurance verification,Medical Assistant,4,
TICKET-5614,HC-1157,2024-11-13,phone,patient_portal,medium,positive,48,True,False,3.0,Portal messaging feature timing out for 3660 patient messages. Staff having to call patients back.,Front Desk,5,
TICKET-5615,HC-1157,2024-02-07,chat,billing_workflow,medium,satisfied,74,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Practice Manager,9,
TICKET-5616,HC-1158,2024-10-11,email,appointment_reminders,medium,negative,84,True,False,5.0,Issue with appointment reminders Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,5,Low
TICKET-5617,HC-1158,2025-05-12,chat,ehr_integration,high,negative,59,True,False,4.0,Epic integration stopped syncing patient appointments after last NextGen update. Appointments from past 48 hours missing. Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,1,
TICKET-5618,HC-1158,2024-11-01,email,hipaa_compliance,high,negative,14,True,False,2.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security. Staff productivity severely impacted. Need resolution ASAP.,IT Admin,1,High
TICKET-5619,HC-1159,2024-04-02,chat,insurance_verification,low,positive,34,False,False,,Issue with insurance verification,Provider,2,Medium
TICKET-5620,HC-1159,2024-05-03,ticket,reporting_analytics,medium,positive,46,True,False,4.0,Issue with reporting analytics,Practice Manager,6,
TICKET-5621,HC-1159,2024-05-05,email,telehealth_setup,medium,neutral,30,True,False,1.0,Issue with telehealth setup,IT Admin,4,
TICKET-5622,HC-1159,2024-08-29,email,insurance_verification,low,neutral,21,True,False,,Issue with insurance verification,Medical Assistant,9,
TICKET-5623,HC-1159,2024-10-08,chat,patient_portal,medium,satisfied,56,True,False,,Portal messaging feature timing out for 42012 patient messages. Staff having to call patients back.,Provider,8,
TICKET-5624,HC-1160,2025-06-30,email,telehealth_setup,low,satisfied,55,False,False,,Issue with telehealth setup,Front Desk,2,
TICKET-5625,HC-1161,2024-09-09,phone,clinical_documentation,low,neutral,94,True,False,,Issue with clinical documentation,IT Admin,5,
TICKET-5626,HC-1161,2024-11-11,phone,ehr_integration,high,neutral,38,True,False,2.0,Lab results integration failing for 3 of our 3 locations. Urgent - providers need results for patient care.,Provider,2,
TICKET-5627,HC-1161,2024-02-25,email,prescription_workflow,low,concerned,14,True,False,,Issue with prescription workflow,Front Desk,3,
TICKET-5628,HC-1161,2025-01-06,email,appointment_reminders,high,frustrated,66,True,False,5.0,Issue with appointment reminders This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,5,Medium
TICKET-5629,HC-1161,2025-02-01,ticket,ehr_integration,high,neutral,34,True,True,1.0,Medication reconciliation data from Athenahealth not flowing correctly. Providers seeing outdated medication lists.,Billing Specialist,2,
TICKET-5630,HC-1162,2024-08-29,email,clinical_documentation,high,frustrated,22,True,False,2.0,Issue with clinical documentation This is causing significant disruption to patient care. Chief Medical Officer escalating.,Medical Assistant,9,Medium
TICKET-5631,HC-1162,2024-11-20,email,appointment_reminders,low,concerned,26,True,False,5.0,Issue with appointment reminders,Billing Specialist,5,None
TICKET-5632,HC-1162,2025-05-18,chat,patient_portal,high,frustrated,95,True,False,1.0,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Billing Specialist,9,High
TICKET-5633,HC-1162,2024-04-12,email,patient_scheduling,high,neutral,81,True,True,,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Practice Manager,7,
TICKET-5634,HC-1162,2025-09-08,email,prescription_workflow,low,neutral,75,True,False,1.0,Issue with prescription workflow,Practice Manager,8,High
TICKET-5635,HC-1162,2024-07-07,email,appointment_reminders,medium,neutral,94,True,False,1.0,Issue with appointment reminders,Medical Assistant,1,
TICKET-5636,HC-1163,2024-07-23,chat,appointment_reminders,low,neutral,67,True,False,,Issue with appointment reminders,Practice Manager,1,
TICKET-5637,HC-1164,2024-09-12,email,reporting_analytics,low,neutral,61,True,False,4.0,Issue with reporting analytics,IT Admin,1,
TICKET-5638,HC-1165,2024-11-23,email,patient_portal,medium,positive,54,False,False,2.0,Portal messaging feature timing out for 62822 patient messages. Staff having to call patients back.,Medical Assistant,6,
TICKET-5639,HC-1165,2025-08-30,email,telehealth_setup,low,positive,11,True,False,,Issue with telehealth setup,Front Desk,7,
TICKET-5640,HC-1165,2025-02-06,email,insurance_verification,low,neutral,44,True,False,,Issue with insurance verification,Practice Manager,4,None
TICKET-5641,HC-1165,2025-09-18,email,appointment_reminders,medium,satisfied,93,True,False,5.0,Issue with appointment reminders,Front Desk,8,
TICKET-5642,HC-1166,2024-06-21,chat,ehr_integration,high,frustrated,83,True,False,2.0,Medication reconciliation data from NextGen not flowing correctly. Providers seeing outdated medication lists. This is causing significant disruption to patient care. Chief Medical Officer escalating.,Provider,9,
TICKET-5643,HC-1166,2024-04-01,ticket,telehealth_setup,high,frustrated,10,True,False,1.0,Issue with telehealth setup This is causing significant disruption to patient care. Chief Medical Officer escalating.,Practice Manager,5,
TICKET-5644,HC-1166,2025-06-22,email,insurance_verification,medium,negative,36,True,False,5.0,Issue with insurance verification Staff productivity severely impacted. Need resolution ASAP.,Front Desk,5,
TICKET-5645,HC-1166,2024-07-27,phone,billing_workflow,medium,negative,29,False,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable. Staff productivity severely impacted. Need resolution ASAP.,Front Desk,6,
TICKET-5646,HC-1167,2025-03-17,phone,billing_workflow,low,concerned,52,True,False,,CPT codes not mapping correctly to Athenahealth procedures. Causing claim denials.,Billing Specialist,5,High
TICKET-5647,HC-1167,2024-07-12,email,insurance_verification,medium,neutral,14,True,False,3.0,Issue with insurance verification,Medical Assistant,3,
TICKET-5648,HC-1167,2024-09-25,chat,billing_workflow,high,frustrated,25,True,False,2.0,CPT codes not mapping correctly to Athenahealth procedures. Causing claim denials. This is causing significant disruption to patient care. IT Director escalating.,Medical Assistant,4,
TICKET-5649,HC-1167,2025-04-14,email,hipaa_compliance,high,concerned,45,True,False,4.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Billing Specialist,9,Medium
TICKET-5650,HC-1167,2025-02-11,email,appointment_reminders,low,neutral,71,True,False,3.0,Issue with appointment reminders,IT Admin,9,
TICKET-5651,HC-1168,2025-09-03,phone,clinical_documentation,medium,positive,11,True,False,,Issue with clinical documentation,Practice Manager,1,
TICKET-5652,HC-1168,2024-08-28,email,patient_portal,low,satisfied,72,True,False,4.0,Portal messaging feature timing out for 3052 patient messages. Staff having to call patients back.,IT Admin,7,High
TICKET-5653,HC-1168,2025-09-04,email,prescription_workflow,medium,satisfied,7,True,False,,Issue with prescription workflow,Provider,4,Medium
TICKET-5654,HC-1168,2024-11-05,ticket,insurance_verification,medium,neutral,92,True,False,,Issue with insurance verification,Provider,6,
TICKET-5655,HC-1168,2024-07-02,chat,clinical_documentation,medium,positive,47,True,False,3.0,Issue with clinical documentation,Billing Specialist,1,None
TICKET-5656,HC-1168,2024-05-15,email,hipaa_compliance,high,neutral,60,True,False,3.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Front Desk,6,
TICKET-5657,HC-1169,2024-04-29,email,telehealth_setup,high,frustrated,92,True,False,1.0,Issue with telehealth setup This is causing significant disruption to patient care. Practice Manager escalating.,Front Desk,8,High
TICKET-5658,HC-1169,2024-10-14,ticket,prescription_workflow,high,urgent,51,False,False,3.0,Issue with prescription workflow This is causing significant disruption to patient care. Practice Manager escalating.,Billing Specialist,1,High
TICKET-5659,HC-1169,2024-09-26,ticket,claims_management,high,urgent,22,True,False,1.0,Issue with claims management This is causing significant disruption to patient care. Practice Manager escalating.,Front Desk,6,Low
TICKET-5660,HC-1169,2024-11-19,phone,prescription_workflow,high,frustrated,87,True,True,4.0,Issue with prescription workflow This is causing significant disruption to patient care. Practice Manager escalating.,Medical Assistant,5,Low
TICKET-5661,HC-1169,2025-03-26,phone,ehr_integration,high,urgent,72,True,True,,Epic integration stopped syncing patient appointments after last Athenahealth update. Appointments from past 48 hours missing. This is causing significant disruption to patient care. Practice Manager escalating.,Medical Assistant,1,
TICKET-5662,HC-1169,2025-04-26,email,clinical_documentation,high,frustrated,2,False,False,1.0,Issue with clinical documentation This is causing significant disruption to patient care. Practice Manager escalating.,Front Desk,1,
TICKET-5663,HC-1170,2025-05-21,chat,ehr_integration,high,concerned,4,True,False,,Medication reconciliation data from Cerner not flowing correctly. Providers seeing outdated medication lists.,IT Admin,2,Low
TICKET-5664,HC-1170,2025-04-13,phone,patient_portal,high,frustrated,37,True,False,4.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'. This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,4,
TICKET-5665,HC-1170,2024-04-05,chat,billing_workflow,medium,neutral,82,True,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Medical Assistant,1,High
TICKET-5666,HC-1170,2024-10-06,phone,claims_management,low,neutral,65,True,False,2.0,Issue with claims management,Practice Manager,1,High
TICKET-5667,HC-1170,2025-08-07,email,patient_scheduling,high,frustrated,18,True,False,3.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled. This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,6,Low
TICKET-5668,HC-1170,2024-04-06,email,telehealth_setup,low,concerned,32,True,False,,Issue with telehealth setup,IT Admin,9,
TICKET-5669,HC-1170,2025-01-17,email,claims_management,low,neutral,86,True,False,4.0,Issue with claims management,Medical Assistant,4,
TICKET-5670,HC-1170,2025-04-16,ticket,prescription_workflow,low,concerned,37,True,False,1.0,Issue with prescription workflow,Billing Specialist,3,None
TICKET-5671,HC-1170,2024-01-06,phone,telehealth_setup,medium,concerned,28,True,False,1.0,Issue with telehealth setup,Front Desk,3,
TICKET-5672,HC-1171,2025-08-05,phone,patient_scheduling,high,satisfied,66,True,False,2.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,IT Admin,1,
TICKET-5673,HC-1171,2024-02-26,phone,prescription_workflow,low,neutral,76,True,False,3.0,Issue with prescription workflow,Provider,2,
TICKET-5674,HC-1171,2025-02-12,chat,clinical_documentation,low,neutral,78,True,False,,Issue with clinical documentation,Front Desk,7,
TICKET-5675,HC-1171,2024-08-01,chat,patient_scheduling,high,positive,14,True,True,5.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Billing Specialist,6,High
TICKET-5676,HC-1171,2024-06-06,phone,hipaa_compliance,high,neutral,3,True,False,1.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Front Desk,1,Low
TICKET-5677,HC-1171,2024-11-13,email,appointment_reminders,medium,positive,48,True,False,,Issue with appointment reminders,Practice Manager,5,Medium
TICKET-5678,HC-1172,2025-06-08,chat,billing_workflow,medium,negative,82,True,False,5.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable. Staff productivity severely impacted. Need resolution ASAP.,Front Desk,3,
TICKET-5679,HC-1172,2025-07-30,phone,claims_management,high,frustrated,59,True,True,,Issue with claims management This is causing significant disruption to patient care. COO escalating.,Front Desk,2,High
TICKET-5680,HC-1173,2025-09-20,email,patient_scheduling,high,positive,11,True,False,4.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Practice Manager,2,
TICKET-5681,HC-1173,2024-12-15,chat,patient_portal,low,neutral,80,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken.,IT Admin,3,Low
TICKET-5682,HC-1173,2025-05-22,email,reporting_analytics,medium,neutral,36,True,False,,Issue with reporting analytics,Front Desk,2,
TICKET-5683,HC-1173,2025-05-04,phone,clinical_documentation,low,positive,38,False,False,1.0,Issue with clinical documentation,IT Admin,1,High
TICKET-5684,HC-1173,2024-09-11,email,reporting_analytics,medium,positive,15,True,False,,Issue with reporting analytics,Practice Manager,1,Low
TICKET-5685,HC-1174,2024-02-16,chat,reporting_analytics,high,frustrated,39,True,False,4.0,Issue with reporting analytics This is causing significant disruption to patient care. Director of Operations escalating.,Front Desk,3,
TICKET-5686,HC-1174,2025-08-05,email,clinical_documentation,low,neutral,50,True,False,,Issue with clinical documentation,Practice Manager,1,None
TICKET-5687,HC-1174,2024-01-17,ticket,hipaa_compliance,high,neutral,78,False,False,3.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Medical Assistant,6,Medium
TICKET-5688,HC-1174,2025-02-06,phone,ehr_integration,high,neutral,71,True,True,1.0,Epic integration stopped syncing patient appointments after last Athenahealth update. Appointments from past 48 hours missing.,IT Admin,4,
TICKET-5689,HC-1174,2025-08-24,phone,prescription_workflow,low,concerned,4,True,False,4.0,Issue with prescription workflow,Front Desk,2,None
TICKET-5690,HC-1175,2024-09-28,email,telehealth_setup,high,frustrated,87,True,False,,Issue with telehealth setup This is causing significant disruption to patient care. IT Director escalating.,Practice Manager,4,Low
TICKET-5691,HC-1175,2025-09-10,chat,clinical_documentation,medium,neutral,93,False,False,4.0,Issue with clinical documentation,Practice Manager,4,
TICKET-5692,HC-1175,2024-04-29,email,ehr_integration,high,frustrated,70,True,False,1.0,Epic integration stopped syncing patient appointments after last eClinicalWorks update. Appointments from past 48 hours missing. This is causing significant disruption to patient care. IT Director escalating.,Front Desk,4,Medium
TICKET-5693,HC-1175,2025-09-08,ticket,prescription_workflow,medium,neutral,21,True,False,,Issue with prescription workflow,Provider,5,
TICKET-5694,HC-1175,2025-02-08,phone,clinical_documentation,low,neutral,63,True,False,,Issue with clinical documentation,Practice Manager,2,
TICKET-5695,HC-1175,2024-01-17,email,prescription_workflow,medium,neutral,91,True,False,3.0,Issue with prescription workflow,Medical Assistant,2,
TICKET-5696,HC-1176,2024-05-28,email,appointment_reminders,low,neutral,76,True,False,5.0,Issue with appointment reminders,IT Admin,7,High
TICKET-5697,HC-1176,2025-07-05,chat,billing_workflow,low,neutral,90,False,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Front Desk,3,
TICKET-5698,HC-1176,2025-03-08,ticket,ehr_integration,high,concerned,94,True,False,,Epic integration stopped syncing patient appointments after last NextGen update. Appointments from past 48 hours missing.,Medical Assistant,6,High
TICKET-5699,HC-1176,2025-03-31,phone,patient_portal,high,frustrated,52,True,False,,Portal messaging feature timing out for 2880 patient messages. Staff having to call patients back. This is causing significant disruption to patient care. Practice Manager escalating.,Front Desk,8,None
TICKET-5700,HC-1176,2024-07-25,email,clinical_documentation,low,concerned,46,True,False,,Issue with clinical documentation,Practice Manager,8,
TICKET-5701,HC-1177,2025-03-18,chat,insurance_verification,low,neutral,12,False,False,1.0,Issue with insurance verification,Provider,6,High
TICKET-5702,HC-1178,2024-10-24,email,ehr_integration,high,neutral,11,True,False,,Medication reconciliation data from Epic not flowing correctly. Providers seeing outdated medication lists.,Provider,4,Medium
TICKET-5703,HC-1179,2025-09-18,phone,appointment_reminders,low,positive,34,True,False,,Issue with appointment reminders,Practice Manager,6,None
TICKET-5704,HC-1179,2025-03-08,phone,claims_management,medium,satisfied,83,False,False,5.0,Issue with claims management,Billing Specialist,8,Medium
TICKET-5705,HC-1179,2025-03-03,chat,patient_portal,medium,positive,84,True,False,5.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,IT Admin,1,
TICKET-5706,HC-1179,2025-03-22,phone,ehr_integration,high,satisfied,17,True,False,,Epic integration stopped syncing patient appointments after last eClinicalWorks update. Appointments from past 48 hours missing.,Medical Assistant,9,
TICKET-5707,HC-1179,2025-03-24,email,billing_workflow,low,positive,90,True,False,,CPT codes not mapping correctly to eClinicalWorks procedures. Causing claim denials.,IT Admin,6,
TICKET-5708,HC-1179,2025-09-08,chat,prescription_workflow,low,positive,18,False,False,,Issue with prescription workflow,Billing Specialist,9,None
TICKET-5709,HC-1179,2025-02-03,email,insurance_verification,low,satisfied,34,True,False,2.0,Issue with insurance verification,Medical Assistant,8,High
TICKET-5710,HC-1179,2024-10-16,email,prescription_workflow,low,positive,92,True,False,1.0,Issue with prescription workflow,Medical Assistant,8,
TICKET-5711,HC-1180,2024-06-09,email,claims_management,medium,neutral,55,False,False,,Issue with claims management,Front Desk,9,Low
TICKET-5712,HC-1180,2025-05-20,phone,clinical_documentation,low,neutral,82,True,False,,Issue with clinical documentation,Practice Manager,4,None
TICKET-5713,HC-1180,2025-01-02,email,clinical_documentation,low,neutral,87,True,False,3.0,Issue with clinical documentation,Medical Assistant,1,None
TICKET-5714,HC-1181,2025-05-30,phone,ehr_integration,high,positive,88,True,False,,Epic integration stopped syncing patient appointments after last Cerner update. Appointments from past 48 hours missing.,Practice Manager,1,Low
TICKET-5715,HC-1181,2024-05-03,phone,reporting_analytics,low,positive,67,True,False,5.0,Issue with reporting analytics,Billing Specialist,8,Medium
TICKET-5716,HC-1182,2024-02-17,chat,reporting_analytics,low,positive,68,True,False,2.0,Issue with reporting analytics,IT Admin,1,Medium
TICKET-5717,HC-1182,2025-09-10,phone,appointment_reminders,medium,positive,30,True,False,1.0,Issue with appointment reminders,Front Desk,1,Medium
TICKET-5718,HC-1182,2024-04-23,chat,hipaa_compliance,high,positive,16,True,False,5.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Practice Manager,1,Low
TICKET-5719,HC-1182,2024-02-12,phone,reporting_analytics,low,satisfied,6,True,False,,Issue with reporting analytics,Practice Manager,1,Medium
TICKET-5720,HC-1182,2025-01-05,phone,patient_scheduling,high,neutral,84,True,False,,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Front Desk,1,Medium
TICKET-5721,HC-1182,2025-05-25,chat,prescription_workflow,low,positive,61,True,False,,Issue with prescription workflow,Billing Specialist,1,
TICKET-5722,HC-1183,2024-05-21,email,hipaa_compliance,high,concerned,62,False,False,3.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Front Desk,1,High
TICKET-5723,HC-1183,2024-01-07,ticket,billing_workflow,low,neutral,39,True,False,,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Provider,1,
TICKET-5724,HC-1184,2024-09-29,email,telehealth_setup,high,frustrated,71,True,False,,Issue with telehealth setup This is causing significant disruption to patient care. Practice Manager escalating.,IT Admin,3,
TICKET-5725,HC-1184,2025-06-26,phone,insurance_verification,low,concerned,57,True,False,,Issue with insurance verification,Front Desk,4,
TICKET-5726,HC-1184,2025-02-23,chat,patient_portal,high,frustrated,67,True,False,2.0,Appointment request form on portal not submitting. Patients calling saying online booking broken. This is causing significant disruption to patient care. Practice Manager escalating.,Billing Specialist,2,None
TICKET-5727,HC-1184,2025-03-29,chat,patient_scheduling,high,neutral,37,True,False,1.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Provider,2,None
TICKET-5728,HC-1185,2024-03-27,chat,telehealth_setup,high,frustrated,44,True,False,1.0,Issue with telehealth setup This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,2,
TICKET-5729,HC-1185,2025-02-06,chat,ehr_integration,high,frustrated,58,True,False,5.0,Lab results integration failing for 3 of our 1 locations. Urgent - providers need results for patient care. This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,2,None
TICKET-5730,HC-1185,2024-02-29,ticket,appointment_reminders,high,frustrated,36,True,False,3.0,Issue with appointment reminders This is causing significant disruption to patient care. Director of Operations escalating.,IT Admin,1,None
TICKET-5731,HC-1185,2024-11-07,phone,prescription_workflow,high,urgent,26,True,False,3.0,Issue with prescription workflow This is causing significant disruption to patient care. Director of Operations escalating.,Practice Manager,2,Low
TICKET-5732,HC-1186,2025-06-24,phone,claims_management,medium,positive,88,True,False,5.0,Issue with claims management,Front Desk,9,Low
TICKET-5733,HC-1186,2025-07-11,email,claims_management,low,positive,93,True,False,2.0,Issue with claims management,IT Admin,3,
TICKET-5734,HC-1186,2024-07-21,phone,clinical_documentation,low,positive,19,True,False,,Issue with clinical documentation,Billing Specialist,8,
TICKET-5735,HC-1186,2024-05-09,phone,reporting_analytics,low,positive,40,False,False,,Issue with reporting analytics,Provider,2,None
TICKET-5736,HC-1186,2025-06-17,chat,telehealth_setup,medium,neutral,95,False,False,,Issue with telehealth setup,Provider,9,High
TICKET-5737,HC-1186,2024-09-04,chat,clinical_documentation,low,positive,5,True,False,5.0,Issue with clinical documentation,Practice Manager,1,Medium
TICKET-5738,HC-1186,2025-01-16,chat,clinical_documentation,medium,neutral,79,True,False,,Issue with clinical documentation,IT Admin,3,Low
TICKET-5739,HC-1187,2025-04-04,email,clinical_documentation,high,urgent,46,True,False,1.0,Issue with clinical documentation This is causing significant disruption to patient care. Director of Operations escalating.,Medical Assistant,7,Medium
TICKET-5740,HC-1187,2025-08-18,chat,claims_management,high,urgent,38,True,False,,Issue with claims management This is causing significant disruption to patient care. Director of Operations escalating.,Billing Specialist,8,None
TICKET-5741,HC-1187,2025-08-09,chat,appointment_reminders,high,urgent,81,True,False,1.0,Issue with appointment reminders This is causing significant disruption to patient care. Director of Operations escalating.,Provider,6,High
TICKET-5742,HC-1187,2024-04-17,email,telehealth_setup,high,urgent,19,False,False,2.0,Issue with telehealth setup This is causing significant disruption to patient care. Director of Operations escalating.,Billing Specialist,8,
TICKET-5743,HC-1188,2024-05-30,chat,prescription_workflow,low,positive,7,True,False,3.0,Issue with prescription workflow,Practice Manager,1,
TICKET-5744,HC-1188,2025-03-11,chat,patient_scheduling,high,positive,32,True,False,,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Practice Manager,1,
TICKET-5745,HC-1188,2025-06-22,chat,insurance_verification,medium,positive,63,True,False,1.0,Issue with insurance verification,Provider,1,
TICKET-5746,HC-1188,2025-03-09,phone,patient_portal,low,positive,36,True,False,5.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Front Desk,1,Low
TICKET-5747,HC-1188,2025-03-02,email,patient_scheduling,high,positive,53,True,False,3.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Front Desk,1,Medium
TICKET-5748,HC-1189,2024-05-12,email,prescription_workflow,high,frustrated,88,True,False,3.0,Issue with prescription workflow This is causing significant disruption to patient care. Chief Medical Officer escalating.,Front Desk,3,
TICKET-5749,HC-1189,2024-06-09,phone,reporting_analytics,medium,negative,50,True,False,5.0,Issue with reporting analytics Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,7,None
TICKET-5750,HC-1190,2025-02-22,ticket,hipaa_compliance,high,neutral,37,True,True,,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Billing Specialist,5,
TICKET-5751,HC-1190,2024-06-05,email,hipaa_compliance,high,concerned,15,True,False,,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Billing Specialist,8,
